WTR,11.73,39.33,861672.04,121.94
CTRN,7.49,37.35,146332.92,121.89
BLK,90.57,593.26,692273.90,121.78
RL,31.94,189.56,1218542.54,121.77
IPHI,7.20,51.40,483856.46,121.75
DVMT,42.75,95.73,1816011.96,121.72
TPX,3.93,87.26,1421622.78,121.70
RHP,4.90,87.50,552237.70,121.53
SR,29.50,82.25,187071.40,121.52
CY,2.72,23.64,6374010.25,121.41
MUSA,36.46,88.59,429317.08,121.36
CB,31.84,156.15,2046769.72,121.36
TGS,1.23,23.74,107566.77,121.31
ALTR,17.41,40.51,382061.46,121.25
LPNT,17.85,87.76,548859.36,121.13
AKAM,9.29,82.58,3371888.11,121.08
PSCU,23.41,57.39,10789.28,121.06
IMGN,1.56,19.67,1166058.31,121.05
LW,29.89,72.58,1209250.28,121.00
PNC,18.51,162.45,3750634.86,120.81
CNK,6.83,45.52,762771.22,120.71
HZNP,1.99,38.45,2342940.46,120.66
CPA,18.57,161.11,419777.29,120.63
MTB,30.50,196.81,1029867.41,120.44
CWST,0.55,29.38,177604.85,120.30
GD,36.31,229.95,1902687.58,120.25
GPC,25.06,108.31,891460.25,120.09
TSRO,11.25,190.36,669580.52,119.87
MSBF,4.25,21.66,5745.29,119.63
QTS,19.72,61.04,359334.34,119.48
PKBK,2.91,24.35,8081.89,119.28
ORCL,13.85,52.97,24094757.68,119.03
MDB,25.76,70.23,684889.72,118.99
LXFT,19.89,80.20,226497.54,118.84
NVCR,5.95,40.00,659536.85,118.82
TUSK,11.05,40.88,226993.39,118.70
PRGO,18.89,203.69,1253504.25,118.50
NAVG,18.61,69.90,114780.57,118.45
NSA,11.61,31.99,402057.77,118.23
SYNT,8.66,52.59,342722.48,118.14
HNNA,1.00,25.90,11299.75,117.72
MSM,27.43,105.50,480590.94,117.60
SLGN,10.10,32.47,696609.17,117.57
GDEN,2.54,34.32,51041.42,117.56
VONV,48.00,114.75,24568.18,117.36
PDP,11.33,58.69,188876.06,117.29
BL,21.78,51.49,343644.44,117.26
RGNX,7.32,82.15,296973.14,117.24
INST,13.79,49.15,233763.57,117.22
UHT,23.27,84.23,47566.37,117.17
AMSWA,2.92,17.61,66889.08,116.87
DCI,11.00,52.18,651615.40,116.74
WERN,12.65,42.90,858648.62,116.60
XEL,16.19,51.80,2946993.55,116.28
INTL,6.30,56.50,67264.32,116.23
TBI,6.01,31.27,296617.67,116.18
DXPE,8.63,115.20,125441.24,116.16
CUTR,5.57,55.85,96621.77,116.03
CBSH,21.97,71.99,500954.77,115.95
XENT,8.35,42.70,286569.25,115.94
JLL,16.94,179.35,456195.64,115.90
HCM,11.26,41.13,66035.88,115.90
SBFG,9.30,20.35,7247.94,115.83
WING,20.46,65.97,448832.18,115.66
NCOM,20.98,48.45,32271.74,115.44
LNTH,1.83,24.30,352902.88,114.92
ANDX,21.34,75.39,338652.38,114.85
PSCM,21.19,55.39,8016.80,114.66
CURO,13.71,30.46,231430.56,114.51
BAM,6.53,44.01,1587287.32,114.49
LNT,10.23,45.18,1252980.01,114.45
DNBF,4.15,36.95,3704.48,114.37
MTX,13.38,83.70,228086.76,114.34
NCLH,24.79,63.76,1516443.87,114.08
PRN,13.25,64.80,22040.90,113.54
AUDC,1.00,11.37,143770.51,113.45
MAS,3.22,46.27,5260502.39,113.45
COUP,23.36,71.00,610286.95,113.34
INSW,9.90,24.41,170111.00,113.33
EXPE,12.10,159.50,2449004.44,113.13
THR,11.41,28.80,156754.51,113.03
CGEN,0.39,14.20,170002.01,113.02
BAND,18.16,45.13,140769.70,112.98
CC,3.12,57.23,2768319.80,112.94
TRCB,2.47,20.58,7632.89,112.91
CR,11.03,99.94,341208.91,112.85
DATA,37.22,128.74,1143789.16,112.77
IIPR,15.50,40.74,93121.84,112.74
DGX,40.27,114.99,1368670.43,112.68
TPIC,13.25,32.01,236175.76,112.54
FTA,11.15,57.69,71743.55,112.45
MOV,4.70,53.05,176710.70,112.20
WBS,2.97,69.06,723667.34,112.14
KGJI,0.06,10.60,152824.82,112.07
INSP,24.05,53.04,262516.67,112.01
JKI,32.02,168.36,11989.46,111.84
CLS,2.59,14.59,642842.06,111.74
FWRD,13.90,64.34,176762.94,111.73
PNTR,2.30,19.55,17609.77,111.48
HLI,20.93,52.89,193067.45,111.25
MYRG,5.90,43.24,135948.20,111.20
NRIM,6.86,44.95,15861.83,111.11
MDCO,6.47,54.70,877394.48,110.95
CTLT,19.85,47.39,878240.16,110.81
MYGN,14.49,49.31,1330152.13,110.75
NTGR,8.61,77.75,397750.37,110.64
BRID,2.53,21.24,3226.25,110.58
LLL,55.34,217.46,804057.42,110.50
CUB,18.85,75.70,130728.04,110.34
FGBI,11.41,29.28,8629.16,110.26
BMTC,12.68,49.90,36594.25,110.24
FRPH,14.73,67.35,11115.97,110.14
COF,8.31,105.71,5406164.58,110.05
IBUY,22.94,53.60,48150.08,110.00
IFRX,14.55,41.46,57303.48,109.93
NWE,17.24,64.26,280763.57,109.92
NWFL,13.91,39.00,5677.45,109.89
ALSN,16.21,49.17,1198970.86,109.87
TOWN,10.21,34.90,86088.07,109.84
ENFC,12.95,30.55,17620.17,109.71
CASH,6.59,117.00,27812.59,109.45
SHLM,12.02,48.40,207385.96,109.42
RM,11.28,36.98,86231.29,109.42
TEP,20.60,54.90,237487.54,109.26
MCRI,3.80,48.61,64620.02,108.80
PAYX,20.43,72.99,2769610.70,108.60
CONN,3.20,79.24,561538.40,108.59
MLR,5.01,28.90,36746.05,108.36
AMNB,14.01,42.80,13406.59,108.17
OGE,9.92,39.08,1077948.25,108.08
CFFI,11.39,66.10,7017.72,107.94
TCBK,9.99,43.42,54884.12,107.76
NNBR,0.83,32.40,152962.71,107.66
ETE,3.32,35.24,4492976.55,107.43
NBHC,17.70,41.29,180835.46,107.30
FFKT,4.00,57.65,17525.71,107.29
AXP,10.26,105.83,7977001.23,107.21
AIN,5.05,78.20,154568.98,107.13
DLTH,13.65,37.64,251891.80,107.11
OHI,10.72,45.16,1335819.95,106.72
OMN,0.40,11.70,210618.57,106.59
LPLA,16.50,72.22,687839.69,106.41
RBNC,12.80,29.72,9819.61,106.38
JNJ,46.60,148.14,10079380.39,106.27
UBSH,9.01,42.29,111246.61,106.22
SJM,34.22,156.23,856339.19,106.06
COMM,14.88,42.32,1490006.74,106.00
AMPH,8.69,21.55,270227.78,105.94
AIRT,16.60,35.30,2758.17,105.90
MNR,4.70,18.19,172777.78,105.77
SCHW,10.75,59.59,10303848.73,105.66
PVAC,32.61,93.62,127601.85,105.37
BCH,21.61,105.50,33084.15,105.36
WEN,2.84,18.43,4477037.17,105.31
NATI,10.71,53.32,441752.35,105.19
MLCO,2.33,45.16,4515779.05,105.15
TKR,7.19,55.50,1103385.38,104.64
ESNT,16.65,49.82,570490.35,104.43
B,8.01,72.44,337278.45,104.39
SEIC,9.45,77.70,879441.31,104.13
CTBI,20.38,52.60,45928.08,104.07
FCCO,5.00,25.90,5603.45,103.94
TRNO,11.42,39.00,150571.92,103.75
BHVN,17.50,43.00,393484.29,103.54
ARW,11.82,86.94,785962.86,103.53
ES,19.15,65.81,1601557.53,103.50
CBMG,1.00,47.06,21357.64,103.50
CPT,17.56,95.70,764113.35,103.42
CAG,10.74,41.50,4616409.13,103.40
CBT,8.04,68.48,421265.36,103.35
OSTK,5.01,86.90,422294.22,102.98
LSBK,5.25,17.94,3912.13,102.92
PRTA,5.84,75.31,371358.50,102.92
MCK,28.60,242.75,1921147.43,102.89
UCFC,0.48,11.53,76380.89,102.87
SNFCA,0.81,12.47,28760.86,102.87
PEBK,4.28,37.46,5249.77,102.73
VSH,2.21,26.15,1614485.68,102.71
CYD,2.61,33.17,129658.39,102.69
STBZ,12.50,35.86,122660.03,102.46
WMT,45.72,109.55,11743105.18,102.45
ASIX,14.01,46.27,325544.58,102.04
UMBF,30.94,81.35,209002.24,101.87
EXEL,1.29,31.89,2835007.05,101.83
CABO,376.91,810.71,38688.82,101.78
WFC,8.12,65.93,33666070.25,101.68
SPB,24.75,123.89,87758.79,101.67
AVY,17.26,122.68,957486.28,101.66
PFBI,3.18,20.47,12803.05,101.32
LLY,27.47,105.82,5831562.34,101.27
VVI,12.40,62.05,101330.13,101.27
FMNB,3.25,16.75,26488.68,101.26
SMG,16.92,109.47,512638.07,101.17
PYDS,0.30,6.15,60089.09,101.11
INFO,21.04,54.19,1490048.72,101.01
PYZ,13.50,75.00,14389.71,100.99
CBS,3.09,69.51,7192913.09,100.98
DCPH,16.54,44.95,222161.14,100.96
ARTNA,12.95,42.66,18484.56,100.95
ORIT,6.81,18.90,194558.61,100.94
LXFR,9.33,22.10,59792.72,100.91
FLO,9.10,27.09,1488610.70,100.86
WPC,17.00,78.58,239023.45,100.82
EGOV,3.59,25.50,297970.25,100.59
TBNK,14.72,33.90,31937.73,100.47
TSG,1.99,38.90,157550.27,100.36
HUBG,15.83,53.95,313764.13,100.23
OMAB,6.52,52.54,54204.29,100.20
AVB,40.11,199.10,1059560.70,100.11
EVSTC,49.96,100.02,12658.13,100.02
NR,2.28,13.50,841901.38,100.00
EVGBC,49.96,100.02,33708.33,99.92
BOKF,22.98,105.26,150180.01,99.90
OKDCC,50.06,100.10,11290.91,99.90
CINF,18.10,80.52,896523.49,99.56
UBIO,7.81,88.90,150624.22,99.40
HTH,6.99,30.31,297829.53,99.15
G,6.34,34.76,730047.61,99.15
ICCC,1.38,11.05,5693.26,99.14
MEDP,22.18,61.37,256492.25,99.06
AKRX,0.75,55.92,1235583.45,99.04
SFBC,20.05,40.81,2876.17,98.90
UDR,7.10,40.49,2101771.59,98.80
ALE,23.64,80.50,214527.11,98.78
ISTR,13.01,29.50,14037.78,98.59
SVBI,4.35,9.00,7375.17,98.45
FNLC,10.90,33.10,15667.19,98.33
MSA,15.97,102.56,156143.33,98.22
ESLT,29.59,152.81,21158.31,98.21
OEC,9.85,35.80,239470.97,98.03
MRUS,7.62,32.23,34301.77,97.81
CDK,25.22,75.77,1078676.97,97.52
VRAY,2.68,12.44,498625.15,97.40
FYT,16.20,40.19,21361.46,97.33
ICE,10.14,77.05,4455100.26,97.28
SPAR,2.23,18.40,203514.99,97.19
UZC,10.01,43.87,37665.67,97.04
LBAI,4.73,21.65,79773.86,97.02
FLIR,18.33,61.38,1278553.36,97.01
NOMD,6.49,22.25,812060.77,96.98
EGL,11.60,48.38,147250.16,96.95
INT,7.80,58.28,607501.57,96.77
IMPV,18.57,77.36,418650.50,96.67
NDAQ,15.76,95.68,1863739.60,96.41
SONA,3.25,18.41,19447.68,96.31
BNCL,6.50,19.00,210725.95,96.29
TROW,21.01,126.24,1950368.34,96.24
NTCT,6.19,47.33,500195.34,96.12
XOXO,5.39,34.94,143901.83,96.11
MAXR,16.20,83.34,72952.10,96.07
CAT,22.17,170.89,7135501.04,95.68
ODC,11.62,50.33,11483.18,95.59
FSFG,32.85,74.50,3343.93,95.55
DISCB,4.87,47.00,1234.94,95.39
SYX,6.73,46.04,79014.32,95.14
MSI,12.53,126.65,3323180.61,94.96
OPK,0.60,19.12,2389389.41,94.81
NNN,10.53,53.46,1175820.13,94.76
GDOT,9.06,86.03,430204.07,94.73
PNW,23.00,91.81,866319.20,94.70
ALL,14.12,104.91,3600655.70,94.58
TRIP,24.53,110.21,2352240.18,94.46
VC,28.42,138.70,525821.27,94.34
SMCI,3.85,41.13,338103.43,94.31
XEC,15.92,148.77,1182247.73,94.30
VST,0.73,22445.30,757778.02,93.97
JRVR,20.52,44.20,153583.15,93.93
KWEB,25.91,68.34,245163.77,93.91
ADC,9.31,56.62,104547.65,93.90
NGHC,13.58,28.09,237133.66,93.68
GRC,9.38,39.18,65497.61,93.66
ABTX,16.36,45.60,38047.38,93.56
BCOR,4.76,39.90,386941.98,93.36
SEM,5.63,21.60,654237.37,93.26
PRO,3.13,41.06,152855.22,93.13
MDT,24.38,95.61,6040015.03,93.03
IBKC,37.04,90.10,232504.33,93.00
COL,27.85,139.41,1151729.19,92.63
SEND,18.00,34.63,547521.03,92.39
FINX,14.53,28.72,50886.21,92.24
JCI,8.15,48.90,6091095.94,92.21
YORW,9.95,39.65,26037.06,92.21
CCU,9.26,34.70,146125.17,92.20
BHBK,12.15,23.75,98667.28,91.84
BABY,6.69,50.48,280167.34,91.64
IBKR,12.89,79.70,571559.51,91.41
RDY,7.41,67.79,312044.74,91.30
MTOR,0.35,29.53,1561078.04,91.29
PLBC,1.74,29.30,3701.87,91.27
DOX,15.83,70.30,957382.44,91.21
TCI,1.56,51.60,3596.74,91.07
FMS,17.83,57.51,180271.36,90.80
FBMS,5.50,41.20,9343.38,90.70
APO,9.61,36.78,907498.12,90.66
GENC,3.33,21.53,25237.25,90.58
LL,6.07,119.44,903365.18,90.44
BWA,7.59,67.38,2614211.48,90.31
JBL,3.16,31.46,2963527.48,90.25
PEB,14.12,50.11,527001.82,90.02
VLO,12.84,124.44,8932652.27,89.89
DLX,6.23,77.69,375839.71,89.84
PBF,19.32,50.83,1823964.39,89.71
NXTM,1.93,30.61,428277.14,89.58
SRE,36.72,122.23,1465291.87,89.55
HPP,10.85,36.65,529562.10,89.43
TOL,13.75,52.54,3195161.15,89.31
TDIV,18.43,38.16,101748.55,89.26
THFF,25.30,52.90,27439.82,89.21
ZBH,32.13,133.09,1613378.15,89.17
OMF,16.90,53.83,618763.64,89.10
HFWA,9.01,37.30,62899.21,89.00
CIT,25.65,55.78,1677722.17,88.89
YEXT,10.84,25.33,678932.07,88.89
YELP,15.22,98.04,2595509.44,88.57
ULH,10.51,36.80,25529.64,88.53
WTBA,4.34,27.85,23682.66,88.47
CVS,23.98,113.45,8016758.46,88.26
SMMF,2.21,29.32,8294.08,88.24
EYPT,1.04,2.70,512501.29,88.18
SBFGP,10.50,21.10,3052.52,88.10
INTC,12.08,57.08,44501504.88,88.01
CDEV,9.70,21.73,1503721.86,88.00
IRCP,2.99,64.65,3978.97,87.93
DLHC,2.40,6.47,9786.67,87.93
OCFC,7.29,30.82,70392.99,87.56
KEX,19.94,123.25,491908.31,87.50
YRD,3.56,52.27,588301.33,87.47
RBC,25.81,86.75,337121.03,87.47
ROIC,9.36,23.03,550541.34,87.32
ENZL,26.11,50.80,45770.08,87.25
FNHC,1.63,35.34,61395.62,87.19
BMS,17.09,54.08,862651.16,87.18
UTL,17.93,52.66,46795.30,86.85
CSWI,28.39,56.65,63367.62,86.83
VSAT,15.42,81.15,277464.58,86.81
PNR,11.82,55.61,1627231.58,86.80
ESGR,43.06,234.30,25379.79,86.76
CEIX,19.61,47.35,508311.58,86.56
PNM,6.20,45.50,701527.11,86.47
CRL,20.78,128.42,634495.67,86.42
BMA,6.83,135.46,161515.44,86.25
FRPT,5.86,35.55,311797.49,86.03
CHRW,38.05,97.62,1611111.52,86.01
PTLA,15.15,66.04,715124.36,85.94
APD,38.53,174.00,1496971.48,85.77
BABA,57.39,210.86,17437139.86,85.57
AAT,16.96,45.95,212028.53,85.51
HASI,10.87,25.22,248735.63,85.44
WBA,21.40,96.68,6655260.37,85.35
PXLW,0.37,9.51,266123.45,85.28
OSUR,2.25,22.81,473605.41,85.21
EPD,8.63,41.11,3291217.93,85.10
EQR,16.71,81.97,2671196.68,85.09
HRG,4.01,20.07,482509.72,85.09
EXTR,1.06,15.08,1005294.78,85.07
PFE,11.66,42.40,37599301.42,85.07
CTB,3.00,44.45,909322.63,85.07
NBTB,15.67,42.46,114556.82,84.98
FNK,15.35,37.84,15103.67,84.69
MOFG,6.54,38.50,15274.73,84.66
OVBC,16.12,55.70,4286.27,84.60
LTC,15.02,54.18,190438.07,84.49
IQ,15.55,44.20,19325484.62,84.24
MEET,0.60,14.68,669829.83,84.15
CTRL,5.67,36.86,312836.76,83.84
PRGS,9.83,52.51,362130.35,83.71
NSTG,6.34,23.27,152301.69,83.50
FMK,15.62,36.81,4436.57,83.49
RMAX,25.95,67.20,118978.44,83.33
INFY,5.28,21.08,7057786.47,82.76
JSMD,25.26,46.15,4082.62,82.72
CELC,11.94,26.99,32003.83,82.72
WTM,150.00,947.00,18319.35,82.69
HDSN,0.85,9.44,191180.13,82.65
FSB,19.66,43.75,73430.99,82.62
FISI,3.30,35.30,35635.38,82.55
SJI,14.01,38.12,341107.16,82.35
STL,5.51,26.25,513222.67,82.03
CHUY,15.06,43.42,214158.84,81.94
BAK,3.74,32.56,382549.22,81.89
APTS,5.70,21.95,146131.63,81.83
PRFT,2.57,28.03,175357.83,81.42
PFS,7.90,28.95,280850.52,81.26
MORN,26.11,139.72,98822.67,81.16
CLB,25.79,216.51,514502.72,81.12
BRKL,7.22,19.25,355837.17,81.09
CARG,27.58,54.64,629074.89,81.07
HEES,4.67,44.07,251044.11,81.03
WGO,3.23,57.95,375848.28,80.98
FCCY,4.52,22.90,7315.09,80.77
DCT,10.56,69.01,845892.98,80.70
AZN,15.12,40.54,3771837.29,80.53
NUVA,11.07,81.11,682059.62,80.40
FANH,4.80,36.83,216705.93,80.34
REV,2.30,41.20,123972.45,80.34
KSS,24.98,80.86,4162161.71,80.13
LIVN,41.35,126.42,408897.91,80.12
ALLE,40.70,89.56,744340.97,80.01
MANU,12.18,25.20,98251.18,80.00
TREC,0.47,16.26,41797.42,80.00
MNTX,0.40,17.44,80389.67,79.83
RARE,33.36,134.09,469664.90,79.81
QQQC,12.15,34.08,6433.65,79.77
CBFV,11.50,35.95,3871.64,79.61
HAIN,5.64,70.15,1189238.14,79.60
PERY,3.46,31.21,135762.30,79.52
CVCY,3.53,23.64,14593.05,79.47
ARMK,22.70,45.99,1414235.22,79.12
FORR,16.49,49.50,70004.14,79.09
CTMX,9.25,34.22,229935.12,79.07
BITA,3.51,96.14,664785.52,79.02
FATE,1.49,13.77,233440.03,79.00
CA,14.37,44.21,3780173.04,78.98
WEBK,18.22,34.25,2298.36,78.95
VMW,17.88,162.02,2106362.01,78.92
BBU,18.34,44.73,32015.62,78.92
GPX,2.58,37.18,51532.81,78.77
CSPI,2.51,18.58,11650.14,78.62
DWDP,6.33,77.02,9689746.79,78.61
AFH,5.85,21.35,54402.59,78.15
UG,5.86,34.43,4152.75,78.10
PX,47.80,167.50,1582236.17,78.06
ARL,1.23,20.54,6322.94,78.01
FFNW,3.25,20.92,48032.18,77.98
ESE,24.39,69.75,139643.59,77.88
PSXP,29.34,79.47,297020.79,77.81
PRA,20.33,63.00,285042.47,77.81
TAST,1.49,16.85,166758.80,77.60
UPS,38.30,134.09,3966043.21,77.47
CFG,18.14,47.87,5148527.33,77.43
UTX,37.56,138.32,4519597.76,77.32
AMCX,30.28,86.27,685845.61,77.29
Y,178.57,656.22,43899.44,77.19
HBIO,1.46,6.70,117001.45,77.05
NCI,8.32,27.61,301147.05,76.79
NBLX,26.20,56.90,137903.06,76.72
DAR,2.94,23.84,1177393.92,76.52
ALDR,8.75,52.97,788950.09,76.47
ABUS,1.20,30.94,326350.83,76.47
TGT,25.37,87.31,6840051.01,76.35
KMB,41.62,138.13,2332018.16,76.32
MFNC,2.81,17.45,6168.57,76.28
ATKR,15.30,28.20,435262.53,76.13
KEQU,6.50,36.78,5323.22,75.97
STBA,10.81,47.53,103816.96,75.97
EQBK,20.59,43.87,45107.26,75.76
CLAR,3.79,14.91,109383.04,75.68
RENX,6.46,23.27,196255.59,75.66
TAYD,2.18,20.29,7730.87,75.56
TMUS,11.06,68.32,3717161.97,75.36
ENB,13.31,54.37,1372303.80,75.29
RDN,0.77,23.31,3632080.13,75.28
TD,13.10,60.81,1674561.86,75.25
JWN,7.81,82.32,3041594.71,75.21
STC,6.46,47.71,168034.00,75.08
BBT,13.32,56.03,5727883.41,74.99
DGRW,23.81,44.50,131307.92,74.98
HMTA,7.50,15.70,4362.00,74.93
QCOM,29.21,81.60,14397897.91,74.92
ORBC,1.27,11.91,264690.49,74.88
CNO,0.26,26.38,2131617.26,74.86
CYBE,4.23,40.15,35020.11,74.83
EOLS,6.85,38.49,375333.33,74.78
HLT,35.25,87.69,3005244.85,74.78
FFWM,8.80,20.23,77089.30,74.60
CSCO,13.62,46.32,41495188.26,74.53
ETN,15.14,87.86,3385799.74,74.42
KAMN,9.67,74.66,130603.91,74.38
MG,9.21,26.96,113864.04,74.32
LBRDA,43.72,103.12,167940.88,73.96
SP,13.90,41.50,66406.71,73.93
TRTN,5.59,57.35,320128.11,73.38
BCC,13.89,49.10,412203.50,73.23
USB,8.82,58.11,11610498.55,73.22
PKOH,1.83,64.74,42093.66,73.07
OIS,6.55,65.37,1150000.97,72.96
CL,27.39,77.50,4482289.15,72.95
CIVB,3.21,25.50,11619.10,72.93
PJC,16.99,99.70,163716.85,72.91
UFCS,13.53,60.97,73662.75,72.90
ESL,19.22,121.48,239188.81,72.85
WSC,9.50,16.95,299538.22,72.54
LMNX,12.99,34.75,253157.35,72.52
FLAG,24.80,44.98,3761.49,72.45
ESQ,14.61,26.91,23312.76,72.13
GOLD,23.45,126.88,854624.05,72.11
POR,14.37,49.72,638008.76,72.05
UCBA,5.87,28.25,5464.15,71.99
AAME,0.45,5.00,6005.49,71.97
FWONA,17.85,39.00,1631452.08,71.78
CISN,10.29,17.67,397138.64,71.72
QGEN,13.15,39.30,1039271.17,71.67
CHSP,11.30,38.90,274150.97,71.65
VRX,7.39,262.52,6255891.06,71.61
FFIC,4.08,31.28,92921.33,71.58
ETFC,5.90,65.99,3899062.34,71.43
BKSC,7.52,21.90,3063.25,71.27
KMPR,8.10,81.50,199317.15,71.18
AWI,9.45,71.05,480253.47,71.06
FSZ,26.31,56.69,21063.74,70.87
SEE,10.43,55.40,1912568.64,70.80
GPRK,2.25,21.04,98725.57,70.28
KBAL,3.23,20.72,125105.26,70.12
CSTE,10.60,71.74,261522.06,70.12
CREE,13.13,82.85,2142286.28,69.84
BSA,9.22,29.01,680.62,69.80
R,19.27,99.58,762910.66,69.64
SBH,2.70,34.88,1474748.14,69.63
SON,16.95,56.56,479062.12,69.52
SLDB,7.19,44.11,341561.38,69.50
IEA,5.56,10.80,145797.93,69.48
EXPD,24.02,78.03,1733909.62,69.46
CPHC,5.60,17.45,3567.11,69.44
Z,16.01,65.57,1498134.28,69.32
DEI,6.36,41.39,1265458.24,69.32
WBT,12.25,23.60,810187.26,69.29
MTRN,7.70,64.45,149549.03,69.28
SQLV,18.08,30.84,4298.29,68.92
DLPH,19.63,103.45,2083945.10,68.82
BX,3.87,43.96,4025717.64,68.81
PVTL,15.73,28.91,1809014.77,68.79
MCFT,10.47,30.94,146588.52,68.78
RELX,6.55,24.01,184380.72,68.48
EDIT,12.46,44.08,801038.39,68.46
HPE,7.01,19.41,16298813.91,68.42
BBP,22.05,46.70,11097.08,68.23
EML,8.12,31.35,11441.80,68.16
SJW,18.72,68.15,61488.29,68.03
PBA,18.96,48.49,240842.49,68.01
GSHD,14.80,29.08,210400.10,68.00
BOH,25.70,90.36,360447.17,67.91
UBOH,6.57,23.55,2798.38,67.85
COHU,7.08,27.47,114919.31,67.76
LCI,1.79,71.15,421322.12,67.75
AEGN,9.81,29.97,266464.50,67.68
APTI,11.02,38.75,410261.78,67.63
WAFD,9.94,37.35,680476.36,67.63
LCNB,7.75,26.30,9491.91,67.56
KIDS,14.53,32.18,77878.76,67.43
GLYC,3.81,25.35,332200.09,67.37
CCK,14.05,61.17,1255720.69,67.19
TPR,11.73,79.03,4479211.82,67.04
NERV,3.54,14.38,216124.83,66.94
ZUO,19.22,37.09,1177068.42,66.90
BOMN,13.10,33.75,63459.66,66.81
WTW,3.78,103.09,1129993.89,66.69
FULT,4.72,19.70,1218905.85,66.67
CRBP,1.05,10.35,571445.18,66.67
TEN,0.70,68.71,794487.17,66.50
URBN,12.82,48.74,3140963.27,66.48
ABEV,1.20,9.24,7930083.97,66.45
HIW,15.59,55.74,829688.78,66.40
DEO,41.14,151.08,609489.78,66.32
BDC,8.40,95.14,358694.22,66.30
LARK,9.88,31.99,3366.40,66.28
CATY,7.27,45.20,544341.72,66.22
CPLA,26.02,105.60,147771.99,66.21
FCF,3.55,17.72,494505.78,66.21
MSTR,31.88,221.60,127448.84,66.15
DNB,59.25,142.70,391544.41,66.09
SLM,1.14,12.85,11433798.40,66.06
ARRY,1.72,19.99,1599263.24,66.04
HCCI,6.90,24.20,40151.01,65.96
BEP,11.60,35.82,30451.41,65.92
PSTG,9.40,26.56,1957375.52,65.90
CRWS,1.77,10.24,17554.18,65.70
GRID,22.70,53.53,5299.85,65.57
CHEF,10.49,31.50,136405.72,65.43
TNC,7.74,83.45,99112.79,65.38
WHD,20.25,36.17,650810.29,65.28
CNP,8.88,30.45,3847675.24,65.26
IP,4.03,65.08,4582990.72,65.22
ED,32.70,89.66,1981522.48,65.11
DOCU,38.63,65.54,1827213.87,64.96
IUSV,14.83,58.63,182012.87,64.89
FTV,47.49,82.08,1562990.57,64.88
FONE,20.73,55.21,2726.87,64.81
RS,12.63,96.56,761997.87,64.77
AL,17.83,50.34,688473.15,64.72
PFM,8.23,27.75,68374.27,64.65
CCE,7.74,54.12,2926559.96,64.34
BHLB,16.48,43.55,99089.04,64.22
UBCP,7.81,14.00,4155.44,64.22
PEBO,6.68,39.43,36823.71,64.13
BWFG,12.50,37.60,11225.61,64.11
VRNS,13.62,81.90,243342.31,63.98
GRX,3.67,11.58,38906.34,63.96
SYKE,11.67,34.32,232448.55,63.96
MYOV,9.93,25.14,87988.91,63.95
LAC,0.35,11.25,58452.11,63.92
AOBC,1.58,30.36,1451818.34,63.84
ROBO,20.75,46.16,167862.84,63.78
FLS,12.64,81.55,1940311.15,63.75
EQFN,1.38,12.80,3975.77,63.66
EMCI,11.05,31.19,26279.01,63.62
ETSY,6.36,49.04,1873043.51,63.47
AGO,2.95,45.38,1821527.59,62.98
CART,4.94,9.89,5746.15,62.96
OLN,9.05,38.60,1409825.50,62.86
GIS,23.61,72.64,4351312.49,62.65
RDI,2.90,17.40,39298.75,62.60
FNSR,1.68,43.23,2241743.74,62.42
KRNY,5.65,16.00,209460.29,62.16
MAN,23.60,136.02,813466.63,62.14
SINA,18.93,142.83,2153537.70,62.06
CZNC,8.15,28.63,20736.37,62.03
CFX,5.41,74.92,645961.26,61.90
WHG,23.82,70.84,18470.36,61.89
PDT,4.94,17.54,117181.84,61.89
MLM,60.29,242.00,651993.06,61.85
LBRDK,43.16,103.55,587650.63,61.54
ZAYO,21.89,39.35,1869159.01,61.41
SEP,14.75,58.88,276292.10,61.40
NCNA,10.00,29.84,92797.82,61.36
PM,32.34,122.90,6188765.22,61.35
PPH,24.83,74.33,507385.61,61.26
MBFI,9.52,51.33,339910.74,61.24
MGLN,29.22,111.10,244661.07,61.16
PDEX,0.81,7.77,15493.68,61.07
VSEC,10.38,59.13,41509.25,61.06
NICK,1.86,17.20,23599.81,61.00
INTG,17.50,36.79,3760.70,61.00
CZWI,3.21,14.33,7629.26,60.92
FTXL,19.72,35.68,11954.01,60.87
PETQ,17.91,39.94,391702.89,60.85
LAMR,5.44,79.05,952362.71,60.85
QSR,30.25,67.60,1253856.81,60.69
EXTN,11.35,33.89,189861.64,60.61
DE,24.83,171.49,3927557.16,60.49
VCRA,7.64,33.75,206415.55,60.49
PFIS,16.75,53.05,6425.17,60.46
BBY,11.29,82.60,6596021.33,60.25
SMTX,0.32,4.49,57374.75,60.24
XCRA,0.27,14.73,386462.49,60.22
SONC,6.08,36.87,862794.44,59.86
BTO,7.76,40.76,70543.14,59.71
SYNA,14.43,101.48,949597.39,59.65
IRWD,7.80,21.07,939021.71,59.48
DXJS,25.90,47.76,42475.92,59.47
MSBI,21.06,36.86,72329.00,59.45
FDC,8.67,25.18,5389504.58,59.43
MYE,2.91,24.35,133708.99,59.43
ACC,15.61,54.55,782951.01,59.37
NMIH,4.41,22.35,393497.76,59.29
AIZ,12.77,110.30,931442.77,59.25
HCHC,2.60,17.63,125842.52,59.25
